state,age_group,disability_type,support_class,participant_count,average_support_budget,utilisation_rate,active_provider_count,participant_to_provider_ratio,utilisation_gap,payment_per_participant,access_risk,recommended_support
VIC,25 to 34,Cerebral Palsy,Capital,480,28000.0,69.0,42,11.4286,31.0,14842.0,Medium Risk,Plan Utilisation Support
VIC,25 to 34,Cerebral Palsy,Core,642,224000.0,85.0,60,10.7,15.0,184606.0,Low Risk,Core Support Monitoring
VIC,25 to 34,Down Syndrome,Capacity Building,510,20000.0,64.0,135,3.7778,36.0,12267.0,Medium Risk,Capacity Building Support Review
VIC,25 to 34,Down Syndrome,Capital,100,14000.0,74.0,11,9.0909,26.0,0.0,Medium Risk,Plan Utilisation Support
VIC,25 to 34,Down Syndrome,Core,510,149000.0,82.0,67,7.6119,18.0,118667.0,Low Risk,Core Support Monitoring
VIC,25 to 34,Hearing Impairment,Capacity Building,765,5000.0,40.0,28,27.3214,60.0,2163.0,Medium Risk,Assistive Technology and Communication Support
VIC,25 to 34,Hearing Impairment,Capital,213,7000.0,69.0,2,106.5,31.0,502.0,High Risk,Provider Availability Review
VIC,25 to 34,Hearing Impairment,Core,802,10000.0,55.0,12,66.8333,45.0,5837.0,High Risk,Support Coordination / Plan Management Review
VIC,25 to 34,Intellectual Disability,Capacity Building,4959,21000.0,63.0,591,8.3909,37.0,12782.0,Medium Risk,Capacity Building - Social and Community Participation
VIC,25 to 34,Intellectual Disability,Capital,697,19000.0,79.0,66,10.5606,21.0,11745.0,Low Risk,Capacity Building - Social and Community Participation
VIC,25 to 34,Intellectual Disability,Core,4867,120000.0,83.0,320,15.2094,17.0,98522.0,Low Risk,Capacity Building - Social and Community Participation
VIC,25 to 34,Multiple Sclerosis,Capacity Building,155,18000.0,61.0,15,10.3333,39.0,6142.0,Medium Risk,Capacity Building Support Review
VIC,25 to 34,Multiple Sclerosis,Capital,43,20000.0,58.0,4,10.75,42.0,0.0,Medium Risk,Provider Availability Review
VIC,25 to 34,Multiple Sclerosis,Core,149,71000.0,79.0,5,29.8,21.0,32470.0,High Risk,Provider Availability Review
VIC,25 to 34,Other,Capacity Building,180,30000.0,67.0,32,5.625,33.0,15372.0,Medium Risk,Capacity Building Support Review
VIC,25 to 34,Other,Capital,113,31000.0,78.0,9,12.5556,22.0,6168.0,Medium Risk,General Core Support Monitoring
VIC,25 to 34,Other,Core,177,112000.0,72.0,6,29.5,28.0,59960.0,Medium Risk,Core Support Monitoring
VIC,25 to 34,Other Neurological,Capacity Building,407,25000.0,64.0,94,4.3298,36.0,15251.0,Medium Risk,Therapy and Daily Living Support Review
VIC,25 to 34,Other Neurological,Capital,220,29000.0,89.0,24,9.1667,11.0,13259.0,Low Risk,Therapy and Daily Living Support Review
VIC,25 to 34,Other Neurological,Core,400,176000.0,79.0,30,13.3333,21.0,131688.0,Medium Risk,Therapy and Daily Living Support Review
VIC,25 to 34,Other Physical,Capacity Building,281,17000.0,63.0,37,7.5946,37.0,8801.0,Medium Risk,Assistive Technology / Transport Support
VIC,25 to 34,Other Physical,Capital,170,28000.0,59.0,10,17.0,41.0,5171.0,Medium Risk,Assistive Technology / Transport Support
VIC,25 to 34,Other Physical,Core,277,81000.0,76.0,12,23.0833,24.0,49574.0,Medium Risk,Assistive Technology / Transport Support
VIC,25 to 34,Other Sensory/Speech,Capacity Building,10,21000.0,63.0,59,0.1695,37.0,0.0,Medium Risk,Assistive Technology and Communication Support
VIC,25 to 34,Other Sensory/Speech,Core,10,81000.0,79.0,24,0.4167,21.0,0.0,Medium Risk,Assistive Technology and Communication Support
VIC,25 to 34,Psychosocial Disability,Capacity Building,2477,24000.0,63.0,412,6.0121,37.0,14366.0,Medium Risk,Psychosocial Recovery and Community Participation
VIC,25 to 34,Psychosocial Disability,Capital,64,28000.0,80.0,20,3.2,20.0,0.0,Low Risk,Psychosocial Recovery and Community Participation
VIC,25 to 34,Psychosocial Disability,Core,2418,87000.0,77.0,126,19.1905,23.0,64821.0,Medium Risk,Psychosocial Recovery and Community Participation
VIC,25 to 34,Spinal Cord Injury,Capacity Building,85,23000.0,62.0,17,5.0,38.0,2400.0,Medium Risk,Assistive Technology / Transport Support
VIC,25 to 34,Spinal Cord Injury,Capital,68,48000.0,88.0,15,4.5333,12.0,0.0,Low Risk,Assistive Technology / Transport Support
VIC,25 to 34,Spinal Cord Injury,Core,92,175000.0,81.0,5,18.4,19.0,54380.0,Medium Risk,Provider Availability Review
VIC,25 to 34,Stroke,Capacity Building,53,25000.0,76.0,9,5.8889,24.0,0.0,Medium Risk,Therapy and Daily Living Support Review
VIC,25 to 34,Stroke,Capital,23,22000.0,59.0,2,11.5,41.0,0.0,Medium Risk,Provider Availability Review
VIC,25 to 34,Stroke,Core,54,124000.0,82.0,2,27.0,18.0,0.0,Medium Risk,Provider Availability Review
VIC,25 to 34,Visual Impairment,Capacity Building,294,11000.0,57.0,29,10.1379,43.0,5500.0,Medium Risk,Assistive Technology and Communication Support
VIC,25 to 34,Visual Impairment,Capital,55,11000.0,54.0,22,2.5,46.0,0.0,Medium Risk,Assistive Technology and Communication Support
VIC,25 to 34,Visual Impairment,Core,301,42000.0,80.0,15,20.0667,20.0,30429.0,Medium Risk,Assistive Technology and Communication Support
VIC,35 to 44,ABI,Capacity Building,671,30000.0,64.0,215,3.1209,36.0,19079.0,Medium Risk,Capacity Building Support Review
VIC,35 to 44,ABI,Capital,204,27000.0,77.0,30,6.8,23.0,12025.0,Low Risk,General Core Support Monitoring
VIC,35 to 44,ABI,Core,674,166000.0,80.0,87,7.7471,20.0,132733.0,Medium Risk,Core Support Monitoring
VIC,35 to 44,Autism,Capacity Building,2590,19000.0,64.0,313,8.2748,36.0,11129.0,Medium Risk,Capacity Building - Improved Daily Living
VIC,35 to 44,Autism,Capital,255,20000.0,84.0,38,6.7105,16.0,12663.0,Low Risk,Capacity Building - Improved Daily Living
VIC,35 to 44,Autism,Core,2429,87000.0,83.0,167,14.5449,17.0,73005.0,Low Risk,Capacity Building - Improved Daily Living
VIC,35 to 44,Cerebral Palsy,Capacity Building,547,23000.0,67.0,154,3.5519,33.0,15040.0,Medium Risk,Capacity Building Support Review
VIC,35 to 44,Cerebral Palsy,Capital,420,29000.0,80.0,53,7.9245,20.0,16690.0,Low Risk,General Core Support Monitoring
VIC,35 to 44,Cerebral Palsy,Core,547,233000.0,86.0,72,7.5972,14.0,197638.0,Low Risk,Core Support Monitoring
VIC,35 to 44,Down Syndrome,Capacity Building,526,19000.0,64.0,158,3.3291,36.0,12251.0,Medium Risk,Capacity Building Support Review
VIC,35 to 44,Down Syndrome,Capital,154,14000.0,74.0,26,5.9231,26.0,1422.0,Low Risk,Plan Utilisation Support
VIC,35 to 44,Down Syndrome,Core,531,186000.0,85.0,84,6.3214,15.0,158330.0,Low Risk,Core Support Monitoring
VIC,35 to 44,Hearing Impairment,Capacity Building,631,6000.0,43.0,20,31.55,57.0,2380.0,Medium Risk,Assistive Technology and Communication Support
VIC,35 to 44,Hearing Impairment,Capital,265,8000.0,42.0,3,88.3333,58.0,381.0,High Risk,Support Coordination / Plan Management Review
VIC,35 to 44,Hearing Impairment,Core,639,13000.0,59.0,5,127.8,41.0,7260.0,High Risk,Support Coordination / Plan Management Review
VIC,35 to 44,Intellectual Disability,Capacity Building,3268,21000.0,64.0,507,6.4458,36.0,13322.0,Medium Risk,Capacity Building - Social and Community Participation
VIC,35 to 44,Intellectual Disability,Capital,706,19000.0,80.0,70,10.0857,20.0,12212.0,Low Risk,Capacity Building - Social and Community Participation
VIC,35 to 44,Intellectual Disability,Core,3252,138000.0,83.0,307,10.5928,17.0,115857.0,Low Risk,Capacity Building - Social and Community Participation
VIC,35 to 44,Multiple Sclerosis,Capacity Building,597,18000.0,66.0,51,11.7059,34.0,10831.0,Medium Risk,Capacity Building Support Review
VIC,35 to 44,Multiple Sclerosis,Capital,234,16000.0,61.0,6,39.0,39.0,4547.0,Medium Risk,Plan Utilisation Support
VIC,35 to 44,Multiple Sclerosis,Core,594,66000.0,73.0,8,74.25,27.0,45923.0,High Risk,Core Support Monitoring
VIC,35 to 44,Other,Capacity Building,255,19000.0,56.0,34,7.5,44.0,7565.0,Medium Risk,Capacity Building Support Review
VIC,35 to 44,Other,Capital,160,26000.0,80.0,8,20.0,20.0,5450.0,Medium Risk,General Core Support Monitoring
VIC,35 to 44,Other,Core,255,91000.0,72.0,12,21.25,28.0,47024.0,Medium Risk,Core Support Monitoring
VIC,35 to 44,Other Neurological,Capacity Building,453,22000.0,64.0,91,4.978,36.0,13468.0,Medium Risk,Therapy and Daily Living Support Review
VIC,35 to 44,Other Neurological,Capital,263,22000.0,75.0,16,16.4375,25.0,8338.0,Low Risk,Therapy and Daily Living Support Review
VIC,35 to 44,Other Neurological,Core,455,146000.0,78.0,36,12.6389,22.0,108905.0,Medium Risk,Therapy and Daily Living Support Review
VIC,35 to 44,Other Physical,Capacity Building,498,17000.0,61.0,78,6.3846,39.0,9450.0,Medium Risk,Assistive Technology / Transport Support
VIC,35 to 44,Other Physical,Capital,331,22000.0,74.0,16,20.6875,26.0,8338.0,Medium Risk,Assistive Technology / Transport Support
VIC,35 to 44,Other Physical,Core,493,76000.0,76.0,30,16.4333,24.0,54081.0,Medium Risk,Assistive Technology / Transport Support
VIC,35 to 44,Other Sensory/Speech,Capacity Building,10,21000.0,63.0,2,5.0,37.0,0.0,Medium Risk,Provider Availability Review
VIC,35 to 44,Other Sensory/Speech,Capital,10,20000.0,74.0,2,5.0,26.0,0.0,Medium Risk,Provider Availability Review
VIC,35 to 44,Other Sensory/Speech,Core,10,81000.0,79.0,2,5.0,21.0,0.0,Medium Risk,Provider Availability Review
VIC,35 to 44,Psychosocial Disability,Capacity Building,4136,21000.0,63.0,501,8.2555,37.0,13415.0,Medium Risk,Psychosocial Recovery and Community Participation
VIC,35 to 44,Psychosocial Disability,Capital,121,19000.0,72.0,24,5.0417,28.0,0.0,Low Risk,Psychosocial Recovery and Community Participation
VIC,35 to 44,Psychosocial Disability,Core,4099,79000.0,80.0,238,17.2227,20.0,62661.0,Medium Risk,Psychosocial Recovery and Community Participation
VIC,35 to 44,Spinal Cord Injury,Capacity Building,166,29000.0,74.0,49,3.3878,26.0,16440.0,Low Risk,Assistive Technology / Transport Support
VIC,35 to 44,Spinal Cord Injury,Capital,141,35000.0,77.0,15,9.4,23.0,10057.0,Medium Risk,Assistive Technology / Transport Support
VIC,35 to 44,Spinal Cord Injury,Core,170,182000.0,81.0,23,7.3913,19.0,91588.0,Low Risk,Assistive Technology / Transport Support
VIC,35 to 44,Stroke,Capacity Building,170,25000.0,67.0,36,4.7222,33.0,10312.0,Medium Risk,Therapy and Daily Living Support Review
VIC,35 to 44,Stroke,Capital,93,28000.0,98.0,6,15.5,2.0,0.0,Low Risk,Therapy and Daily Living Support Review
VIC,35 to 44,Stroke,Core,176,137000.0,79.0,9,19.5556,21.0,60705.0,Medium Risk,Therapy and Daily Living Support Review
VIC,35 to 44,Visual Impairment,Capacity Building,373,13000.0,65.0,60,6.2167,35.0,7461.0,Medium Risk,Assistive Technology and Communication Support
VIC,35 to 44,Visual Impairment,Capital,94,16000.0,83.0,4,23.5,17.0,0.0,Medium Risk,Provider Availability Review
VIC,35 to 44,Visual Impairment,Core,374,62000.0,84.0,31,12.0645,16.0,46580.0,Low Risk,Assistive Technology and Communication Support
VIC,45 to 54,ABI,Capacity Building,1196,27000.0,68.0,324,3.6914,32.0,18655.0,Medium Risk,Capacity Building Support Review
VIC,45 to 54,ABI,Capital,476,24000.0,75.0,57,8.3509,25.0,12546.0,Low Risk,Plan Utilisation Support
VIC,45 to 54,ABI,Core,1205,164000.0,78.0,117,10.2991,22.0,139607.0,Medium Risk,Core Support Monitoring
VIC,45 to 54,Autism,Capacity Building,1215,19000.0,67.0,215,5.6512,33.0,11753.0,Medium Risk,Capacity Building - Improved Daily Living
VIC,45 to 54,Autism,Capital,125,14000.0,78.0,17,7.3529,22.0,3240.0,Low Risk,Capacity Building - Improved Daily Living
VIC,45 to 54,Autism,Core,1136,84000.0,83.0,97,11.7113,17.0,71351.0,Low Risk,Capacity Building - Improved Daily Living
VIC,45 to 54,Cerebral Palsy,Capacity Building,484,24000.0,73.0,163,2.9693,27.0,16097.0,Low Risk,Capacity Building Support Review
VIC,45 to 54,Cerebral Palsy,Capital,371,28000.0,74.0,37,10.027,26.0,14844.0,Low Risk,Plan Utilisation Support
VIC,45 to 54,Cerebral Palsy,Core,484,241000.0,87.0,68,7.1176,13.0,197215.0,Low Risk,Core Support Monitoring
VIC,45 to 54,Down Syndrome,Capacity Building,355,21000.0,69.0,151,2.351,31.0,14352.0,Medium Risk,Capacity Building Support Review
VIC,45 to 54,Down Syndrome,Capital,180,16000.0,76.0,28,6.4286,24.0,5839.0,Low Risk,General Core Support Monitoring
VIC,45 to 54,Down Syndrome,Core,356,224000.0,88.0,75,4.7467,12.0,201528.0,Low Risk,Core Support Monitoring
VIC,45 to 54,Hearing Impairment,Capacity Building,681,6000.0,45.0,31,21.9677,55.0,2593.0,Medium Risk,Assistive Technology and Communication Support
VIC,45 to 54,Hearing Impairment,Capital,259,8000.0,65.0,18,14.3889,35.0,602.0,Medium Risk,Assistive Technology and Communication Support
VIC,45 to 54,Hearing Impairment,Core,695,14000.0,61.0,5,139.0,39.0,8269.0,High Risk,Provider Availability Review
VIC,45 to 54,Intellectual Disability,Capacity Building,2531,21000.0,67.0,476,5.3172,33.0,14249.0,Medium Risk,Capacity Building - Social and Community Participation
VIC,45 to 54,Intellectual Disability,Capital,739,19000.0,80.0,71,10.4085,20.0,13832.0,Low Risk,Capacity Building - Social and Community Participation
VIC,45 to 54,Intellectual Disability,Core,2541,158000.0,86.0,293,8.6724,14.0,138553.0,Low Risk,Capacity Building - Social and Community Participation
VIC,45 to 54,Multiple Sclerosis,Capacity Building,977,19000.0,65.0,118,8.2797,35.0,12068.0,Medium Risk,Capacity Building Support Review
VIC,45 to 54,Multiple Sclerosis,Capital,534,19000.0,80.0,22,24.2727,20.0,9875.0,Medium Risk,General Core Support Monitoring
VIC,45 to 54,Multiple Sclerosis,Core,969,90000.0,75.0,31,31.2581,25.0,67916.0,Medium Risk,Core Support Monitoring
VIC,45 to 54,Other,Capacity Building,433,20000.0,60.0,71,6.0986,40.0,12328.0,Medium Risk,Capacity Building Support Review
VIC,45 to 54,Other,Capital,321,27000.0,82.0,15,21.4,18.0,10025.0,Medium Risk,General Core Support Monitoring
VIC,45 to 54,Other,Core,425,116000.0,61.0,16,26.5625,39.0,73635.0,Medium Risk,Core Support Monitoring
VIC,45 to 54,Other Neurological,Capacity Building,822,26000.0,64.0,174,4.7241,36.0,17195.0,Medium Risk,Therapy and Daily Living Support Review
VIC,45 to 54,Other Neurological,Capital,504,25000.0,78.0,41,12.2927,22.0,15183.0,Low Risk,Therapy and Daily Living Support Review
VIC,45 to 54,Other Neurological,Core,815,175000.0,76.0,57,14.2982,24.0,135388.0,Medium Risk,Therapy and Daily Living Support Review
VIC,45 to 54,Other Physical,Capacity Building,766,16000.0,66.0,107,7.1589,34.0,11146.0,Medium Risk,Assistive Technology / Transport Support
VIC,45 to 54,Other Physical,Capital,498,24000.0,83.0,22,22.6364,17.0,9904.0,Low Risk,Assistive Technology / Transport Support
VIC,45 to 54,Other Physical,Core,766,86000.0,82.0,34,22.5294,18.0,69843.0,Medium Risk,Assistive Technology / Transport Support
VIC,45 to 54,Other Sensory/Speech,Capacity Building,10,21000.0,63.0,2,5.0,37.0,0.0,Medium Risk,Provider Availability Review
VIC,45 to 54,Other Sensory/Speech,Capital,10,20000.0,74.0,2,5.0,26.0,0.0,Medium Risk,Provider Availability Review
VIC,45 to 54,Other Sensory/Speech,Core,10,81000.0,79.0,2,5.0,21.0,0.0,Medium Risk,Provider Availability Review
VIC,45 to 54,Psychosocial Disability,Capacity Building,5570,20000.0,65.0,583,9.554,35.0,13139.0,Medium Risk,Psychosocial Recovery and Community Participation
VIC,45 to 54,Psychosocial Disability,Capital,217,14000.0,77.0,19,11.4211,23.0,4779.0,Low Risk,Psychosocial Recovery and Community Participation
VIC,45 to 54,Psychosocial Disability,Core,5515,74000.0,79.0,332,16.6114,21.0,59271.0,Medium Risk,Psychosocial Recovery and Community Participation
VIC,45 to 54,Spinal Cord Injury,Capacity Building,229,21000.0,68.0,34,6.7353,32.0,10127.0,Medium Risk,Assistive Technology / Transport Support
VIC,45 to 54,Spinal Cord Injury,Capital,190,28000.0,75.0,16,11.875,25.0,7458.0,Low Risk,Assistive Technology / Transport Support
VIC,45 to 54,Spinal Cord Injury,Core,234,183000.0,85.0,12,19.5,15.0,114137.0,Medium Risk,Assistive Technology / Transport Support
VIC,45 to 54,Stroke,Capacity Building,434,24000.0,69.0,82,5.2927,31.0,15940.0,Medium Risk,Therapy and Daily Living Support Review
VIC,45 to 54,Stroke,Capital,246,23000.0,79.0,20,12.3,21.0,11215.0,Low Risk,Therapy and Daily Living Support Review
VIC,45 to 54,Stroke,Core,431,157000.0,78.0,17,25.3529,22.0,116299.0,Medium Risk,Therapy and Daily Living Support Review
VIC,45 to 54,Visual Impairment,Capacity Building,500,11000.0,63.0,67,7.4627,37.0,6612.0,Medium Risk,Assistive Technology and Communication Support
VIC,45 to 54,Visual Impairment,Capital,154,15000.0,68.0,5,30.8,32.0,0.0,High Risk,Provider Availability Review
VIC,45 to 54,Visual Impairment,Core,499,54000.0,83.0,22,22.6818,17.0,41952.0,Low Risk,Assistive Technology and Communication Support
VIC,55 to 64,ABI,Capacity Building,1630,25000.0,68.0,379,4.3008,32.0,17260.0,Medium Risk,Capacity Building Support Review
VIC,55 to 64,ABI,Capital,819,21000.0,77.0,66,12.4091,23.0,13300.0,Low Risk,General Core Support Monitoring
VIC,55 to 64,ABI,Core,1646,194000.0,82.0,169,9.7396,18.0,168733.0,Low Risk,Core Support Monitoring
VIC,55 to 64,Autism,Capacity Building,500,18000.0,64.0,137,3.6496,36.0,11626.0,Medium Risk,Capacity Building - Improved Daily Living
VIC,55 to 64,Autism,Capital,83,17000.0,75.0,12,6.9167,25.0,3795.0,Medium Risk,Capacity Building - Improved Daily Living
VIC,55 to 64,Autism,Core,478,105000.0,84.0,64,7.4688,16.0,87354.0,Low Risk,Capacity Building - Improved Daily Living
VIC,55 to 64,Cerebral Palsy,Capacity Building,421,23000.0,73.0,147,2.8639,27.0,16470.0,Low Risk,Capacity Building Support Review
VIC,55 to 64,Cerebral Palsy,Capital,349,28000.0,83.0,44,7.9318,17.0,16132.0,Low Risk,General Core Support Monitoring
VIC,55 to 64,Cerebral Palsy,Core,421,256000.0,89.0,80,5.2625,11.0,232551.0,Low Risk,Core Support Monitoring
VIC,55 to 64,Developmental Delay,Capacity Building,10,21000.0,63.0,59,0.1695,37.0,0.0,Medium Risk,Capacity Building - Improved Daily Living
VIC,55 to 64,Developmental Delay,Capital,10,20000.0,74.0,16,0.625,26.0,0.0,Low Risk,Capacity Building - Improved Daily Living
VIC,55 to 64,Developmental Delay,Core,10,81000.0,79.0,24,0.4167,21.0,0.0,Medium Risk,Capacity Building - Improved Daily Living
VIC,55 to 64,Down Syndrome,Capacity Building,207,26000.0,63.0,125,1.656,37.0,15899.0,Medium Risk,Capacity Building Support Review
VIC,55 to 64,Down Syndrome,Capital,154,19000.0,78.0,29,5.3103,22.0,8455.0,Low Risk,General Core Support Monitoring
VIC,55 to 64,Down Syndrome,Core,210,304000.0,81.0,72,2.9167,19.0,253862.0,Low Risk,Core Support Monitoring
VIC,55 to 64,Hearing Impairment,Capacity Building,936,6000.0,50.0,55,17.0182,50.0,3061.0,Medium Risk,Assistive Technology and Communication Support
VIC,55 to 64,Hearing Impairment,Capital,349,8000.0,64.0,1,349.0,36.0,521.0,High Risk,Provider Availability Review
VIC,55 to 64,Hearing Impairment,Core,952,16000.0,63.0,23,41.3913,37.0,9750.0,Medium Risk,Assistive Technology and Communication Support
VIC,55 to 64,Intellectual Disability,Capacity Building,2420,21000.0,69.0,441,5.4875,31.0,14289.0,Medium Risk,Capacity Building - Social and Community Participation
VIC,55 to 64,Intellectual Disability,Capital,988,18000.0,80.0,79,12.5063,20.0,13263.0,Low Risk,Capacity Building - Social and Community Participation
VIC,55 to 64,Intellectual Disability,Core,2430,181000.0,87.0,296,8.2095,13.0,165803.0,Low Risk,Capacity Building - Social and Community Participation
VIC,55 to 64,Multiple Sclerosis,Capacity Building,1267,21000.0,67.0,180,7.0389,33.0,14147.0,Medium Risk,Capacity Building Support Review
VIC,55 to 64,Multiple Sclerosis,Capital,871,21000.0,69.0,35,24.8857,31.0,11824.0,Medium Risk,Plan Utilisation Support
VIC,55 to 64,Multiple Sclerosis,Core,1263,126000.0,79.0,77,16.4026,21.0,104686.0,Medium Risk,Core Support Monitoring
VIC,55 to 64,Other,Capacity Building,836,22000.0,63.0,148,5.6486,37.0,13524.0,Medium Risk,Capacity Building Support Review
VIC,55 to 64,Other,Capital,594,28000.0,86.0,27,22.0,14.0,15842.0,Low Risk,General Core Support Monitoring
VIC,55 to 64,Other,Core,828,153000.0,74.0,51,16.2353,26.0,114539.0,Medium Risk,Core Support Monitoring
VIC,55 to 64,Other Neurological,Capacity Building,1839,25000.0,65.0,309,5.9515,35.0,16529.0,Medium Risk,Therapy and Daily Living Support Review
VIC,55 to 64,Other Neurological,Capital,1063,23000.0,74.0,62,17.1452,26.0,15269.0,Low Risk,Therapy and Daily Living Support Review
VIC,55 to 64,Other Neurological,Core,1824,180000.0,74.0,104,17.5385,26.0,142001.0,Medium Risk,Therapy and Daily Living Support Review
VIC,55 to 64,Other Physical,Capacity Building,1305,16000.0,63.0,172,7.5872,37.0,10396.0,Medium Risk,Assistive Technology / Transport Support
VIC,55 to 64,Other Physical,Capital,976,21000.0,60.0,29,33.6552,40.0,9191.0,Medium Risk,Assistive Technology / Transport Support
VIC,55 to 64,Other Physical,Core,1298,85000.0,76.0,68,19.0882,24.0,68146.0,Medium Risk,Assistive Technology / Transport Support
VIC,55 to 64,Other Sensory/Speech,Capacity Building,15,10000.0,49.0,2,7.5,51.0,0.0,High Risk,Provider Availability Review
VIC,55 to 64,Other Sensory/Speech,Capital,10,19000.0,51.5,2,5.0,48.5,0.0,Medium Risk,Provider Availability Review
VIC,55 to 64,Other Sensory/Speech,Core,14,28000.0,54.0,2,7.0,46.0,0.0,Medium Risk,Provider Availability Review
VIC,55 to 64,Psychosocial Disability,Capacity Building,5384,19000.0,67.0,575,9.3635,33.0,12644.0,Medium Risk,Psychosocial Recovery and Community Participation
VIC,55 to 64,Psychosocial Disability,Capital,381,11000.0,69.0,18,21.1667,31.0,4252.0,Medium Risk,Psychosocial Recovery and Community Participation
VIC,55 to 64,Psychosocial Disability,Core,5366,75000.0,81.0,284,18.8944,19.0,62658.0,Low Risk,Psychosocial Recovery and Community Participation
VIC,55 to 64,Spinal Cord Injury,Capacity Building,324,22000.0,64.0,58,5.5862,36.0,13759.0,Medium Risk,Assistive Technology / Transport Support
VIC,55 to 64,Spinal Cord Injury,Capital,292,32000.0,75.0,18,16.2222,25.0,19188.0,Low Risk,Assistive Technology / Transport Support
VIC,55 to 64,Spinal Cord Injury,Core,334,197000.0,81.0,15,22.2667,19.0,153650.0,Medium Risk,Assistive Technology / Transport Support
VIC,55 to 64,Stroke,Capacity Building,958,24000.0,70.0,179,5.352,30.0,16254.0,Medium Risk,Therapy and Daily Living Support Review
VIC,55 to 64,Stroke,Capital,657,21000.0,75.0,31,21.1935,25.0,11257.0,Medium Risk,Therapy and Daily Living Support Review
VIC,55 to 64,Stroke,Core,955,168000.0,77.0,67,14.2537,23.0,130909.0,Medium Risk,Therapy and Daily Living Support Review
VIC,55 to 64,Visual Impairment,Capacity Building,747,11000.0,58.0,92,8.1196,42.0,6361.0,Medium Risk,Assistive Technology and Communication Support
VIC,55 to 64,Visual Impairment,Capital,261,12000.0,82.0,6,43.5,18.0,1805.0,Medium Risk,Assistive Technology and Communication Support
VIC,55 to 64,Visual Impairment,Core,749,61000.0,80.0,31,24.1613,20.0,48605.0,Medium Risk,Assistive Technology and Communication Support
VIC,65+,ABI,Capacity Building,817,23000.0,66.0,244,3.3484,34.0,16588.0,Medium Risk,Capacity Building Support Review
VIC,65+,ABI,Capital,461,18000.0,73.0,37,12.4595,27.0,9983.0,Low Risk,Plan Utilisation Support
VIC,65+,ABI,Core,824,172000.0,73.0,96,8.5833,27.0,173183.0,Medium Risk,Core Support Monitoring
VIC,65+,Autism,Capacity Building,113,21000.0,70.0,59,1.9153,30.0,7903.0,Medium Risk,Capacity Building - Improved Daily Living
VIC,65+,Autism,Capital,34,18000.0,96.0,7,4.8571,4.0,0.0,Low Risk,Capacity Building - Improved Daily Living
VIC,65+,Autism,Core,112,153000.0,86.0,24,4.6667,14.0,76188.0,Low Risk,Capacity Building - Improved Daily Living
VIC,65+,Cerebral Palsy,Capacity Building,197,22000.0,72.0,83,2.3735,28.0,12868.0,Low Risk,Capacity Building Support Review
VIC,65+,Cerebral Palsy,Capital,166,28000.0,75.0,30,5.5333,25.0,11801.0,Low Risk,Plan Utilisation Support
VIC,65+,Cerebral Palsy,Core,197,263000.0,85.0,37,5.3243,15.0,203548.0,Low Risk,Core Support Monitoring
VIC,65+,Developmental Delay,Core,10,81000.0,79.0,24,0.4167,21.0,0.0,Medium Risk,Capacity Building - Improved Daily Living
VIC,65+,Down Syndrome,Capacity Building,34,20000.0,63.0,21,1.619,37.0,0.0,Medium Risk,Capacity Building Support Review
VIC,65+,Down Syndrome,Capital,30,16000.0,72.0,8,3.75,28.0,0.0,Medium Risk,Plan Utilisation Support
VIC,65+,Down Syndrome,Core,34,321000.0,82.0,25,1.36,18.0,0.0,Low Risk,Core Support Monitoring
VIC,65+,Hearing Impairment,Capacity Building,527,6000.0,46.0,25,21.08,54.0,2353.0,Medium Risk,Assistive Technology and Communication Support
VIC,65+,Hearing Impairment,Capital,191,8000.0,58.0,1,191.0,42.0,424.0,High Risk,Support Coordination / Plan Management Review
VIC,65+,Hearing Impairment,Core,564,14000.0,56.0,10,56.4,44.0,7197.0,High Risk,Support Coordination / Plan Management Review
VIC,65+,Intellectual Disability,Capacity Building,1311,20000.0,68.0,325,4.0338,32.0,14233.0,Medium Risk,Capacity Building - Social and Community Participation
VIC,65+,Intellectual Disability,Capital,684,16000.0,78.0,52,13.1538,22.0,11699.0,Low Risk,Capacity Building - Social and Community Participation
VIC,65+,Intellectual Disability,Core,1323,202000.0,85.0,214,6.1822,15.0,195526.0,Low Risk,Capacity Building - Social and Community Participation
VIC,65+,Multiple Sclerosis,Capacity Building,679,21000.0,63.0,116,5.8534,37.0,13807.0,Medium Risk,Capacity Building Support Review
VIC,65+,Multiple Sclerosis,Capital,535,19000.0,80.0,24,22.2917,20.0,10430.0,Medium Risk,General Core Support Monitoring
VIC,65+,Multiple Sclerosis,Core,676,130000.0,71.0,46,14.6957,29.0,106083.0,Medium Risk,Core Support Monitoring
VIC,65+,Other,Capacity Building,435,20000.0,59.0,104,4.1827,41.0,12770.0,Medium Risk,Capacity Building Support Review
VIC,65+,Other,Capital,280,24000.0,79.0,17,16.4706,21.0,8457.0,Low Risk,General Core Support Monitoring
VIC,65+,Other,Core,433,134000.0,69.0,33,13.1212,31.0,114487.0,Medium Risk,Core Support Monitoring
VIC,65+,Other Neurological,Capacity Building,1552,23000.0,62.0,291,5.3333,38.0,15378.0,Medium Risk,Therapy and Daily Living Support Review
VIC,65+,Other Neurological,Capital,983,20000.0,74.0,46,21.3696,26.0,11691.0,Medium Risk,Therapy and Daily Living Support Review
VIC,65+,Other Neurological,Core,1540,161000.0,71.0,99,15.5556,29.0,144061.0,Medium Risk,Therapy and Daily Living Support Review
